Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
639,Amad Diallo\Amad-Diallo,ci CIV,MF,Atalanta,it Serie A,18-221,2002,0.2,3,19.29,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
640,Habib Diallo\Habib-Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25-244,1995,16.5,37,2.24,28,0,3,5,0,1,9,0.55,5,0,0,3,0,1,0,Matches
641,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,25-244,1995,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
642,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,eng Premier League,21-346,1999,4.9,6,1.22,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
643,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,21-346,1999,4.9,11,2.25,7,0,1,0,2,1,0,0.00,0,0,0,0,0,0,0,Matches
644,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,eng Premier League,22-304,1998,11.9,18,1.52,10,1,1,3,2,1,1,0.08,1,0,0,0,0,0,0,Matches
645,Stéphane Diarra\Stephane-Diarra,fr FRA,FWMF,Lorient,fr Ligue 1,22-070,1998,1.9,6,3.18,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
646,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,eng Premier League,24-065,1996,15.0,59,3.94,36,10,4,3,3,3,9,0.60,5,2,0,2,0,0,0,Matches
647,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,FWMF,Rennes,fr Ligue 1,24-065,1996,4.5,24,5.35,11,3,4,1,5,0,6,1.34,3,0,2,0,1,0,0,Matches
648,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,eng Premier League,23-279,1997,19.8,11,0.56,9,0,0,1,1,0,1,0.05,0,0,0,1,0,0,0,Matches
649,Krepin Diatta\Krepin-Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,21-358,1999,2.8,4,1.45,3,0,0,0,1,0,1,0.36,1,0,0,0,0,0,0,Matches
650,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,it Serie A,23-215,1997,1.9,2,1.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
651,Brahim Díaz\Brahim-Diaz,es ESP,MFFW,Milan,it Serie A,21-198,1999,7.7,31,4.00,15,2,4,2,8,0,7,0.90,3,1,2,0,1,0,0,Matches
652,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,32-250,1988,1.2,3,2.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
653,Daniel Didavi\Daniel-Didavi,de GER,FWMF,Stuttgart,de Bundesliga,30-362,1990,7.9,29,3.66,24,3,0,1,1,0,5,0.63,3,1,0,1,0,0,0,Matches
654,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,eng Premier League,27-033,1994,20.0,8,0.40,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
655,Daan Dierckx\Daan-Dierckx,be BEL,DF,Parma,it Serie A,17-359,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
656,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,eng Premier League,27-212,1993,13.8,29,2.10,20,8,0,1,0,0,9,0.65,6,2,0,1,0,0,0,Matches
657,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,29-224,1991,4.1,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
658,Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,it Serie A,28-008,1993,9.0,8,0.89,6,1,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
659,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,22-240,1998,3.0,9,2.97,4,2,2,0,0,1,3,0.99,2,0,0,0,0,1,0,Matches
660,Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,it Serie A,23-099,1997,18.8,65,3.46,32,25,2,4,2,0,7,0.37,4,1,0,2,0,0,0,Matches
661,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,30-000,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
662,Eren Dinkçi\Eren-Dinkci,de GER,FW,Werder Bremen,de Bundesliga,19-066,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
663,Sinaly Diomande\Sinaly-Diomande,ci CIV,DF,Lyon,fr Ligue 1,19-314,2001,9.5,4,0.42,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
664,Lois Diony\Lois-Diony,fr FRA,FW,Angers,fr Ligue 1,28-059,1992,11.2,15,1.34,9,0,1,1,3,1,1,0.09,1,0,0,0,0,0,0,Matches
665,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,24-039,1997,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
666,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,34-335,1986,14.8,17,1.15,14,0,1,0,0,2,1,0.07,1,0,0,0,0,0,0,Matches
667,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20-253,2000,18.9,58,3.07,45,3,2,4,1,3,5,0.27,2,0,0,1,0,2,0,Matches
668,Yehvann Diouf\Yehvann-Diouf,fr FRA,GK,Reims,fr Ligue 1,21-093,1999,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
669,Assane Dioussé\Assane-Diousse,sn SEN,DF,Saint-Étienne,fr Ligue 1,23-150,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
670,Axel Disasi\Axel-Disasi,fr FRA,DF,Monaco,fr Ligue 1,22-343,1998,14.1,5,0.36,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
671,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,20-314,2000,7.3,7,0.95,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
672,Djené\Djene,tg TOG,DF,Getafe,es La Liga,29-048,1991,18.4,6,0.33,4,0,0,0,2,0,2,0.11,1,0,0,0,1,0,0,Matches
673,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,eng Premier League,22-247,1998,9.3,25,2.70,13,0,9,0,3,0,4,0.43,1,0,2,0,1,0,0,Matches
674,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Crotone,it Serie A,28-079,1992,5.5,3,0.55,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
675,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,26-192,1994,19.5,10,0.51,7,0,0,1,0,2,0,0.00,0,0,0,0,0,0,0,Matches
676,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,27-364,1993,16.3,16,0.98,13,1,0,1,1,0,2,0.12,1,1,0,0,0,0,0,Matches
677,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,29-024,1992,22.7,7,0.31,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
678,Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,Arminia,de Bundesliga,22-246,1998,18.4,48,2.61,21,13,11,1,1,1,4,0.22,3,0,1,0,0,0,0,Matches
679,Mihai Dobre\Mihai-Dobre,ro ROU,FWMF,Dijon,fr Ligue 1,22-171,1998,3.8,7,1.86,4,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
680,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,eng Premier League,29-032,1992,9.1,16,1.76,12,1,1,0,2,0,1,0.11,1,0,0,0,0,0,0,Matches
681,Jeremy Doku\Jeremy-Doku,be BEL,MFFW,Rennes,fr Ligue 1,18-266,2002,14.7,48,3.26,39,0,2,1,5,1,6,0.41,6,0,0,0,0,0,0,Matches
682,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,23-134,1997,11.1,14,1.26,8,0,2,0,4,0,2,0.18,1,0,1,0,0,0,0,Matches
683,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,28-026,1993,4.5,13,2.89,8,4,1,0,0,0,1,0.22,1,0,0,0,0,0,0,Matches
684,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,30-104,1990,23.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
685,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,22-234,1998,9.4,28,2.99,19,1,2,1,3,2,0,0.00,0,0,0,0,0,0,0,Matches
686,John Donald\John-Donald,es ESP,DF,Elche,es La Liga,20-171,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
687,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29-265,1991,0.7,2,2.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
688,Anastasios Donis\Anastasios-Donis,gr GRE,MF,Reims,fr Ligue 1,24-172,1996,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
689,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,21-358,1999,21.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
690,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,eng Premier League,23-060,1997,14.2,7,0.49,4,1,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
691,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31-262,1989,9.1,18,1.98,17,0,0,1,0,0,3,0.33,3,0,0,0,0,0,0,Matches
692,Lucas Douath\Lucas-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17-196,2003,10.1,6,0.60,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
693,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,eng Premier League,28-047,1993,20.0,30,1.50,28,0,1,0,0,1,4,0.20,4,0,0,0,0,0,0,Matches
694,Cheick Doucouré\Cheick-Doucoure,ml MLI,MF,Lens,fr Ligue 1,21-040,2000,18.5,38,2.05,31,0,4,3,0,0,6,0.32,6,0,0,0,0,0,0,Matches
695,Fodé Doucouré\Fode-Doucoure,ml MLI,DF,Reims,fr Ligue 1,20-014,2001,2.5,5,2.04,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
696,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,es La Liga,22-309,1998,4.4,4,0.91,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
697,Moussa Doumbia\Moussa-Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,26-186,1994,5.6,18,3.20,15,0,1,2,0,0,1,0.18,1,0,0,0,0,0,0,Matches
698,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,24-146,1996,18.9,20,1.06,17,1,0,0,1,1,2,0.11,1,0,0,0,1,0,0,Matches
699,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,29-348,1991,8.1,12,1.48,8,2,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
700,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,23-182,1997,22.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
701,Denis Drăguș\Denis-Dragus,ro ROU,FWMF,Crotone,it Serie A,21-226,1999,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
702,Radu Drăgușin\Radu-Dragusin,ro ROU,DF,Juventus,it Serie A,19-014,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
703,Mouhamadou Drammeh\Mouhamadou-Drammeh,fr FRA,MF,Reims,fr Ligue 1,21-278,1999,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
704,Julian Draxler\Julian-Draxler,de GER,MF,Paris S-G,fr Ligue 1,27-150,1993,6.2,23,3.73,19,2,0,1,0,1,3,0.49,3,0,0,0,0,0,0,Matches
705,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,30-267,1990,8.6,15,1.75,13,0,0,1,1,0,1,0.12,0,0,0,1,0,0,0,Matches
706,Matthieu Dreyer\Matthieu-Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31-334,1989,6.0,1,0.17,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
707,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,25-344,1995,18.3,6,0.33,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
708,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,24-215,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
709,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,31-259,1989,11.9,7,0.59,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
710,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,25-122,1995,20.1,36,1.79,24,11,0,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
711,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,26-156,1994,21.6,88,4.07,50,28,3,2,5,0,6,0.28,1,2,1,0,2,0,0,Matches
712,Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Köln,de Bundesliga,26-074,1994,17.2,47,2.73,20,19,4,3,1,0,4,0.23,2,2,0,0,0,0,0,Matches
713,Haris Duljević\Haris-Duljevic,ba BIH,FWMF,Nîmes,fr Ligue 1,27-093,1993,6.6,19,2.88,15,0,1,2,0,1,1,0.15,1,0,0,0,0,0,0,Matches
714,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,29-144,1991,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
715,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,27-344,1993,1.8,4,2.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
716,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,it Serie A,27-344,1993,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
717,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,29-088,1991,21.0,12,0.57,11,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
718,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,eng Premier League,23-121,1997,2.0,3,1.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
719,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28-281,1992,10.9,20,1.84,13,0,1,6,0,0,3,0.28,0,0,0,3,0,0,0,Matches
720,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,23-220,1997,18.4,8,0.44,7,0,1,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
721,Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,it Serie A,27-094,1993,7.2,35,4.88,22,7,0,3,3,0,2,0.28,2,0,0,0,0,0,0,Matches
722,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,34-337,1986,13.6,41,3.02,30,0,2,3,5,1,8,0.59,5,0,1,0,1,1,0,Matches
723,Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,20-088,2000,18.8,44,2.34,30,1,5,4,4,0,3,0.16,2,0,0,1,0,0,0,Matches
724,Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,it Serie A,19-363,2001,0.4,2,4.50,1,0,0,0,0,1,2,4.50,1,0,0,0,0,1,0,Matches
725,Enzo Ebosse\Enzo-Ebosse,fr FRA,DF,Angers,fr Ligue 1,21-343,1999,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
726,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,32-216,1988,25.0,4,0.16,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
727,Simone Edera\Simone-Edera,it ITA,DFMF,Torino,it Serie A,24-039,1997,0.6,2,3.46,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
728,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,27-184,1993,22.0,3,0.14,2,1,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
729,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,eng Premier League,23-000,1998,1.3,1,0.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
730,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,28-120,1992,21.1,10,0.47,9,0,0,0,0,1,1,0.05,1,0,0,0,0,0,0,Matches
731,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22-285,1998,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
732,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,24-071,1996,20.0,34,1.70,29,1,0,1,1,2,6,0.30,6,0,0,0,0,0,0,Matches
733,Lilian Egloff\Lilian-Egloff,de GER,MF,Stuttgart,de Bundesliga,18-181,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
734,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,25-268,1995,6.8,11,1.61,9,0,2,0,0,0,2,0.29,1,0,1,0,0,0,0,Matches
735,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,31-204,1989,16.5,15,0.91,11,0,1,1,1,1,1,0.06,1,0,0,0,0,0,0,Matches
736,Hugo Ekitike\Hugo-Ekitike,fr FRA,MFFW,Reims,fr Ligue 1,18-242,2002,1.0,2,2.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
737,Niclas Eliasson\Niclas-Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,25-072,1995,11.1,31,2.78,12,14,2,0,3,0,1,0.09,1,0,0,0,0,0,0,Matches
738,Elif Elmas\Elif-Elmas,mk MKD,MFFW,Napoli,it Serie A,21-146,1999,5.6,18,3.20,13,0,3,1,1,0,4,0.71,0,0,3,1,0,0,0,Matches
739,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,33-161,1987,1.8,11,6.07,8,1,0,1,0,1,1,0.55,0,1,0,0,0,0,0,Matches
740,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,28-221,1992,10.3,13,1.27,10,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
741,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,26-326,1994,12.7,8,0.63,7,0,0,1,0,0,2,0.16,1,0,0,1,0,0,0,Matches
742,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24-140,1996,17.5,7,0.40,6,0,0,1,0,0,2,0.11,2,0,0,0,0,0,0,Matches
743,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,27-106,1993,5.2,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
744,Sepe Elye Wahi\Sepe-Elye-Wahi,fr FRA,FWDF,Montpellier,fr Ligue 1,18-046,2003,2.1,4,1.87,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
745,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,24-003,1997,11.5,31,2.69,19,0,2,8,2,0,6,0.52,2,0,0,2,2,0,0,Matches
746,Emerson\Emerson,br BRA,DF,Betis,es La Liga,22-034,1999,18.2,36,1.97,31,3,0,0,1,1,2,0.11,2,0,0,0,0,0,0,Matches
747,Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,it ITA,MF,Atalanta,it Serie A,19-149,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
748,Renaud Emond\Renaud-Emond,be BEL,FW,Nantes,fr Ligue 1,29-074,1991,3.1,7,2.26,1,0,0,2,3,1,1,0.32,0,0,0,0,1,0,0,Matches
749,Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,it Serie A,26-344,1994,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
750,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23-261,1997,15.0,24,1.60,12,0,2,4,3,3,6,0.40,1,0,1,1,2,1,0,Matches
751,Keita Endo\Keita-Endo,jp JPN,MFFW,Union Berlin,de Bundesliga,23-087,1997,1.3,3,2.37,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
752,Wataru Endo\Wataru-Endo,jp JPN,MF,Stuttgart,de Bundesliga,28-008,1993,21.0,46,2.19,36,0,1,1,4,4,4,0.19,3,0,0,0,1,0,0,Matches
753,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,30-357,1990,6.9,11,1.60,8,0,0,2,1,0,0,0.00,0,0,0,0,0,0,0,Matches
754,Christian Eriksen\Christian-Eriksen,dk DEN,MFDF,Inter,it Serie A,29-003,1992,5.1,20,3.95,13,5,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
755,Martin Erlic\Martin-Erlic,hr CRO,DF,Spezia,it Serie A,23-024,1998,10.6,3,0.28,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
756,Patrick Erras\Patrick-Erras,de GER,FWMF,Werder Bremen,de Bundesliga,26-027,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
757,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Lazio,it Serie A,27-327,1993,6.1,8,1.32,6,0,0,0,1,1,1,0.16,1,0,0,0,0,0,0,Matches
758,Dani Escriche\Dani-Escriche,es ESP,FWMF,Huesca,es La Liga,22-330,1998,3.3,9,2.74,6,0,1,0,1,1,2,0.61,1,0,1,0,0,0,0,Matches
759,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,31-168,1989,3.2,7,2.19,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
760,Alfonso Espino\Alfonso-Espino,uy URU,DF,Cádiz,es La Liga,29-043,1992,18.1,14,0.77,11,2,1,0,0,0,3,0.17,2,0,1,0,0,0,0,Matches
761,Esquerdo\Esquerdo,es ESP,MF,Valencia,es La Liga,22-046,1999,2.6,3,1.17,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
762,Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Spezia,it Serie A,25-095,1995,11.6,28,2.42,17,8,0,3,0,0,5,0.43,2,2,0,1,0,0,0,Matches
763,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Villarreal,es La Liga,23-027,1998,8.1,22,2.73,18,0,1,1,2,0,3,0.37,2,0,0,0,1,0,0,Matches
764,Yoann Etienne\Yoann-Etienne,fr FRA,DF,Lorient,fr Ligue 1,23-274,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
765,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,es La Liga,33-109,1987,9.8,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
766,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,33-045,1988,19.7,9,0.46,9,0,0,0,0,0,2,0.10,2,0,0,0,0,0,0,Matches
767,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,es La Liga,24-200,1996,19.7,63,3.20,37,14,5,1,3,3,3,0.15,2,0,0,1,0,0,0,Matches
768,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,28-329,1992,2.3,3,1.33,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
769,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,eng Premier League,22-233,1998,17.7,52,2.94,33,9,4,1,5,0,5,0.28,0,2,2,0,1,0,0,Matches
770,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,35-305,1985,23.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
771,Fabinho\Fabinho,br BRA,DFMF,Liverpool,eng Premier League,27-117,1993,17.4,11,0.63,9,0,0,0,1,1,2,0.12,1,0,0,0,1,0,0,Matches
772,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,30-223,1990,14.8,28,1.89,22,3,0,0,3,0,3,0.20,2,0,0,0,1,0,0,Matches
773,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,33-289,1987,6.5,36,5.54,19,14,2,0,1,0,4,0.62,4,0,0,0,0,0,0,Matches
774,Bandiougou Fadiga\Bandiougou-Fadiga,fr FRA,FWMF,Paris S-G,fr Ligue 1,20-033,2001,0.7,2,2.86,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
775,Wout Faes\Wout-Faes,be BEL,DF,Reims,fr Ligue 1,22-320,1998,21.5,7,0.33,6,0,0,1,0,0,1,0.05,0,0,0,1,0,0,0,Matches
776,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,32-143,1988,13.5,4,0.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
777,Romain Faivre\Romain-Faivre,fr FRA,MFFW,Brest,fr Ligue 1,22-218,1998,22.4,119,5.32,57,32,11,4,13,2,9,0.40,3,3,1,2,0,0,0,Matches
778,Fali\Fali,es ESP,DFMF,Cádiz,es La Liga,27-189,1993,17.1,12,0.70,11,0,1,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
779,Iago Falque\Iago-Falque,es ESP,MFFW,Benevento,it Serie A,31-044,1990,2.7,13,4.83,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
780,Andri Fannar Baldursson\Andri-Fannar-Baldursson,is ISL,MF,Bologna,it Serie A,19-038,2002,1.3,1,0.79,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
781,Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,it Serie A,28-005,1993,4.1,8,1.95,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
